Petition,URL,State,Signatures Count
"Make it a legal requirement that dads are automatically on a birth certificate
",https://petition.parliament.uk/petitions/322697,open,63
Give all commonwealth veterans indefinite leave to remain in the UK,https://petition.parliament.uk/petitions/322709,rejected,21
Vote of no confidence - Boris Johnson,https://petition.parliament.uk/petitions/322711,rejected,21
"Sack Dominic Cummings, control the virus and save lives.",https://petition.parliament.uk/petitions/322714,rejected,11
British citizenship for BNO Hong Kongers should China's Security Law be enabled,https://petition.parliament.uk/petitions/322717,rejected,17
Refund all lockdown fines.,https://petition.parliament.uk/petitions/322719,rejected,6
Grant automatic ILR to overseas-born NHS workers and their dependents,https://petition.parliament.uk/petitions/322727,rejected,8
Don’t cancel the summer holidays!!!!!,https://petition.parliament.uk/petitions/322729,rejected,6
Sack the arrogant hypocrite Dominic Cummings.,https://petition.parliament.uk/petitions/322735,rejected,9
Sack Dominic Cummings,https://petition.parliament.uk/petitions/322737,rejected,8
Ban political Special Advisers,https://petition.parliament.uk/petitions/322743,open,21
Cancel Year 10 and 12 2021 exams,https://petition.parliament.uk/petitions/322745,rejected,21
the people have NO CONFIDENCE in the Government or Politicians.,https://petition.parliament.uk/petitions/322748,rejected,7
Reduce University fee's for the First term,https://petition.parliament.uk/petitions/322751,rejected,21
Extend the RTI submissions date to the end of the tax year for company directors,https://petition.parliament.uk/petitions/322762,rejected,21
Ask the PM to sack Dominic Cummings or to call a Cabinet Office inquiry.,https://petition.parliament.uk/petitions/322768,rejected,8
SACK DOMINIC CUMMINGS NOW.,https://petition.parliament.uk/petitions/322778,rejected,6
Make TFL change age related free travel to match national criteria,https://petition.parliament.uk/petitions/322781,rejected,6
Stop the media hounding Domonic cummings,https://petition.parliament.uk/petitions/322786,rejected,21
Ban overseas funding being used to build and run places of worship in the UK,https://petition.parliament.uk/petitions/322790,rejected,21
Allow International Students to work on a self-employed basis,https://petition.parliament.uk/petitions/322794,open,209
Make drive through take away outlets print the car registration on packaging,https://petition.parliament.uk/petitions/322796,rejected,8
Create a Governing Body to Monitor the Media and Press.,https://petition.parliament.uk/petitions/322807,rejected,6
Remove Boris Johnson and his cabinet from office,https://petition.parliament.uk/petitions/322815,rejected,10
Extend the Self-Employment Income Support Scheme until the end of October 2020,https://petition.parliament.uk/petitions/322817,rejected,7
Ban use of non-pregnant models to sell maternity clothing,https://petition.parliament.uk/petitions/322823,rejected,21
Investigate the Travel behaviour of Dominic Cummings during the lockdown 2020,https://petition.parliament.uk/petitions/322831,rejected,8
Consider the confidence  the public have in the Government.,https://petition.parliament.uk/petitions/322833,rejected,6
De criminalise non payment of the BBC licence fee,https://petition.parliament.uk/petitions/322840,rejected,9
Abolish VAT for the fitness industry,https://petition.parliament.uk/petitions/322841,closed,741
Talking to the people for the people,https://petition.parliament.uk/petitions/322844,rejected,8
Provide a national monument to the victims of coronavirus in the uk,https://petition.parliament.uk/petitions/322856,rejected,6
Ban disposable BBQ’s,https://petition.parliament.uk/petitions/322858,rejected,6
Prioritise year 11 when schools reopen for next steps guidance and summer proms,https://petition.parliament.uk/petitions/322861,closed,10
Stop people gathering on beaches,https://petition.parliament.uk/petitions/322883,rejected,14
Do more about online grooming and pedophilia on social media!,https://petition.parliament.uk/petitions/322893,rejected,7
Extend Maternity Exemption Certificate for dental care due to covid closures,https://petition.parliament.uk/petitions/322922,rejected,14
Allow the reopening of parks and gardens operated by heritage   organisations.,https://petition.parliament.uk/petitions/322930,rejected,14
Require all petrol stations to have a free use bicycle pump.,https://petition.parliament.uk/petitions/322945,open,161
Give all key workers the proper payrise they deserve,https://petition.parliament.uk/petitions/322946,rejected,7
Ensure trips to Castles are not used as a valid methods to test eyesight,https://petition.parliament.uk/petitions/322953,rejected,21
Allow Motorcycles and Scooters to ride in bus lanes.,https://petition.parliament.uk/petitions/322960,rejected,7
Allow metal detecting rallys to go ahead with the social distancing in place,https://petition.parliament.uk/petitions/322965,rejected,21
Ensure all A Levels taken in 2021 are fair,https://petition.parliament.uk/petitions/322967,rejected,6
Sack Dominic Cummings. Hypocrisy will undermine the Government's Covid strategy.,https://petition.parliament.uk/petitions/322968,rejected,8
Ban wearing medical and nursing uniforms out of their working environment,https://petition.parliament.uk/petitions/322986,rejected,8
Extended the Self Employment Income Support Scheme,https://petition.parliament.uk/petitions/322996,rejected,8
Calculate vehicle tax on a daily basis,https://petition.parliament.uk/petitions/322999,open,24
Repeal the fixed-term Parliaments Act 2011 at the earliest opportunity,https://petition.parliament.uk/petitions/323005,rejected,8
Add SIA licenced security staff to the Assaults on Emergency Workers’ Act 2018,https://petition.parliament.uk/petitions/323006,open,3973
Equality Act 2010 amendment: re dedicated education and anti-ASB  provisions,https://petition.parliament.uk/petitions/323009,rejected,12
Ban 24 hour News stations.,https://petition.parliament.uk/petitions/323012,rejected,6
Invest in new night trains & regional Eurostar services for the North of the UK,https://petition.parliament.uk/petitions/323020,open,33
Stop media hounding families.,https://petition.parliament.uk/petitions/323026,rejected,21
Shorten A-level specifications due to Coronavirus for the 2021 exams,https://petition.parliament.uk/petitions/323027,rejected,13
Ban jeering and background noise from MPs in parliament,https://petition.parliament.uk/petitions/323028,rejected,17
Require exams to be conducted digitally from 2025,https://petition.parliament.uk/petitions/323032,open,18
Remove Dominic Cummings from 10 Downing St.,https://petition.parliament.uk/petitions/323033,rejected,21
Extend post-study work visa for 2019/20 international Master’s students,https://petition.parliament.uk/petitions/323048,rejected,11
Re-open all public toilets,https://petition.parliament.uk/petitions/323049,rejected,7
Re-open places of worship.,https://petition.parliament.uk/petitions/323051,rejected,21
Make appointments of special advisers subject to parliamentary approval,https://petition.parliament.uk/petitions/323054,open,459
Remove  Alexander Boris de Pfeffel Johnson as Prime minister,https://petition.parliament.uk/petitions/323060,rejected,21
"Institute annual WHO African traditional medicine (ATM) day, August 31st",https://petition.parliament.uk/petitions/323062,rejected,7
Continue your Agenda in spite of Press hostility.,https://petition.parliament.uk/petitions/323066,rejected,21
All schools to have non school uniforms when schools reopen after lockdown!,https://petition.parliament.uk/petitions/323081,rejected,6
Cancel GCSEs and A Levels in 2021,https://petition.parliament.uk/petitions/323082,rejected,20
Open dentists. Many people are in pain.,https://petition.parliament.uk/petitions/323097,rejected,21
Ban all forms of smoking in private dwellings. Smoking should only be outdoors.,https://petition.parliament.uk/petitions/323100,open,27
Keep virtual parliament options for MPs who are shielding or isolating,https://petition.parliament.uk/petitions/323109,closed,145
Give Year 12 students the option to retake the Year,https://petition.parliament.uk/petitions/323111,rejected,12
Scrap SATS tests for primary children,https://petition.parliament.uk/petitions/323118,rejected,6
"The PM to attend the monarch, end lockdown and their government in entirety",https://petition.parliament.uk/petitions/323121,rejected,8
Extend Self Employed Income Support Scheme in line with Furloughed Workers,https://petition.parliament.uk/petitions/323122,rejected,9
Stand with Hong Kong,https://petition.parliament.uk/petitions/323123,rejected,9
Allow dentists to reopen to treat patients in pain from dental problems,https://petition.parliament.uk/petitions/323126,rejected,15
Driving vehicles as a means to test ones eyesight should be illegal.,https://petition.parliament.uk/petitions/323128,rejected,21
Grant immediate extensions of 'Leave to Remain' for essential COVID workers.,https://petition.parliament.uk/petitions/323135,rejected,7
Recognise and reward key and essential workers,https://petition.parliament.uk/petitions/323138,rejected,15
Allow employees who have been made redundant have access to the JRS,https://petition.parliament.uk/petitions/323144,rejected,21
Extend self employed covid grant support beyond 30th May.,https://petition.parliament.uk/petitions/323154,rejected,15
Take urgent action to restore public trust in its ability to protect the people.,https://petition.parliament.uk/petitions/323155,rejected,21
"Approve claims for Job Retention Scheme, furloughed workers paid after 19/03/20",https://petition.parliament.uk/petitions/323157,rejected,7
Change how properties are purchased/sold to give security to sellers and buyers,https://petition.parliament.uk/petitions/323158,rejected,6
Accountability for the British media.,https://petition.parliament.uk/petitions/323159,rejected,21
Scrap MPs £10k additional expense allowance to work from home due to Covid-19,https://petition.parliament.uk/petitions/323161,rejected,6
Sack Dominic Cummings,https://petition.parliament.uk/petitions/323172,rejected,6
Immediately allow partners at pregnancy scans and allow 4D scans to commence,https://petition.parliament.uk/petitions/323173,rejected,7
Send all children back to school & reduce summer break from 6 to 4wks for 2yrs,https://petition.parliament.uk/petitions/323174,rejected,6
Sack Dominic Cummings,https://petition.parliament.uk/petitions/323177,rejected,21
Extra pay for key workers who have had to work though covid 19.,https://petition.parliament.uk/petitions/323179,rejected,6
MPs to debate/advise PM on their constituents view & future of Chief Adviser .,https://petition.parliament.uk/petitions/323180,rejected,8
Full enquiry into all members of Parliament that have broken lockdown rules,https://petition.parliament.uk/petitions/323181,rejected,21
Give ALL key workers a one-off tax free payment of £500.,https://petition.parliament.uk/petitions/323182,rejected,21
review all penalty fines on families travelling for childcare during lockdown,https://petition.parliament.uk/petitions/323183,rejected,8
Cancel all fines where people acted as Dominic Cummings would have done.,https://petition.parliament.uk/petitions/323185,rejected,6
Censure the British Broadcasting Corporation (BBC)  for violations of License,https://petition.parliament.uk/petitions/323192,rejected,14
Keep EU Food Standards in Any Post-Brexit Trade Deal with USA,https://petition.parliament.uk/petitions/323194,rejected,13
Legislate for the deportation of non-UK citizens convicted of domestic abuse,https://petition.parliament.uk/petitions/323201,open,57
To Bring in a UK Equivalent of the USA's Logan Act,https://petition.parliament.uk/petitions/323202,open,28
Change the curriculum for students taking GCSE and A LEVEL exams next year,https://petition.parliament.uk/petitions/323204,rejected,21
Move A-Level results day to end June/ beginning July to relieve students anxiety,https://petition.parliament.uk/petitions/323206,rejected,21
Deport all migrants who come here illegally back to the first safe country,https://petition.parliament.uk/petitions/323209,rejected,21
Review the Self Employment Covid Grant to Include 2019-20 tax year.,https://petition.parliament.uk/petitions/323211,rejected,9
Hold a Vote of No Confidence in the current serving Government.,https://petition.parliament.uk/petitions/323214,rejected,11
Open barbers and hairdressers before 4th july,https://petition.parliament.uk/petitions/323215,rejected,7
"Replace GDP with a measure that includes human health, happiness and wellbeing",https://petition.parliament.uk/petitions/323217,rejected,7
To open an inquiry to the actions of Dominic Cummings during Covid-19 crisis,https://petition.parliament.uk/petitions/323220,rejected,6
Fixed time limit for processing all EU Settlement Scheme applications,https://petition.parliament.uk/petitions/323226,open,128
Churches and Places of Worship to be opened 1st June for solidarity prayers,https://petition.parliament.uk/petitions/323227,rejected,21
Move GCSE and A-Level Results Day forward to the earliest possible date.,https://petition.parliament.uk/petitions/323231,rejected,7
Ban the sale of disposable BBQs,https://petition.parliament.uk/petitions/323233,rejected,21
Enable furloughed engineers to carry out R&D to create world class IP for the UK,https://petition.parliament.uk/petitions/323234,open,10
Vote of No Confidence in Boris Johnson as PM,https://petition.parliament.uk/petitions/323240,rejected,21
Change the way the UK press operate to stop harassment of individuals.,https://petition.parliament.uk/petitions/323242,rejected,14
Extend maternity exemption certificates for treatment unavailable during covid19,https://petition.parliament.uk/petitions/323243,rejected,21
provide international students graduating Sept 20- Jan 21 tier 5 visa for 1 year,https://petition.parliament.uk/petitions/323246,rejected,7
Remove Dominic Cummings from any position within the uk government.,https://petition.parliament.uk/petitions/323252,rejected,10
Give domestic violence victims the right to anonymity in court reports.,https://petition.parliament.uk/petitions/323261,open,242
Extend the Self Employment Grant scheme beyond June.,https://petition.parliament.uk/petitions/323269,rejected,7
Public inquiry to investigate adherence to rules during the Covid crisis,https://petition.parliament.uk/petitions/323274,rejected,7
Create a bank holiday in England on/around 5th July for NHS and all key workers,https://petition.parliament.uk/petitions/323278,rejected,7
Open Hair Salons and Barbers from the 15th June as it is a non essential shop,https://petition.parliament.uk/petitions/323285,rejected,8
Review planning legislation to include facilities for HGV drivers.,https://petition.parliament.uk/petitions/323286,open,12376
This country no longer has confidence in the prime minister.,https://petition.parliament.uk/petitions/323293,rejected,8
Recognise period pants as a menstrual product so that they can be taxed fairly,https://petition.parliament.uk/petitions/323297,open,18159
Increase Defence spending to 3%,https://petition.parliament.uk/petitions/323303,closed,121
Sack Dominic Cummings as a senior aid to the government,https://petition.parliament.uk/petitions/323305,rejected,14
In view of Dominic Cummings affair review all fines given for lockdown breaches.,https://petition.parliament.uk/petitions/323313,rejected,6
Stop illegal immigrants coming here on boats,https://petition.parliament.uk/petitions/323323,rejected,21
"Parliament to hold a Vote of No Confidence, on Johnson’s Administration.",https://petition.parliament.uk/petitions/323331,rejected,21
"Equal access to social security - scrap ""no recourse to public funds""",https://petition.parliament.uk/petitions/323334,rejected,16
Sack Dominic Cummings,https://petition.parliament.uk/petitions/323335,rejected,7
Scrap 14 day quarantine. The damage has already been done. Save our tourism,https://petition.parliament.uk/petitions/323336,rejected,12
"Longer sentences for child sex offenders, sex offenders and rapists",https://petition.parliament.uk/petitions/323338,open,21909
Make childhood vaccination programs mandatory in order for to start school,https://petition.parliament.uk/petitions/323339,rejected,8
Bring about a motion of no confidence against Boris Johnson,https://petition.parliament.uk/petitions/323346,rejected,7
Universities To Refund Student Tuition Fees Through COVID-19 Pandemic Period,https://petition.parliament.uk/petitions/323347,rejected,13
Official inquiry into whether Mr Cummings has breached the civil service code.,https://petition.parliament.uk/petitions/323351,rejected,12
Support for the newly self employed. For people who registered in 2019.,https://petition.parliament.uk/petitions/323357,rejected,7
Visitors to the UK must provide proof of valid/medical insurance,https://petition.parliament.uk/petitions/323368,open,1493
Create journalism license,https://petition.parliament.uk/petitions/323374,rejected,8
Encourage the government to force travel companies to refund their customers,https://petition.parliament.uk/petitions/323375,rejected,6
Stop China from stealing Hong Kong’s freedom,https://petition.parliament.uk/petitions/323381,rejected,21
Encourage employers to allow their employees to work from home,https://petition.parliament.uk/petitions/323389,rejected,6
Make it Illegal to run over a cat and driving off,https://petition.parliament.uk/petitions/323395,rejected,21
RISHI SUNAK: EXTEND THE SELF EMPLOYED SUPPORT SCHEME TO THE NEWLY SELF EMPLOYED,https://petition.parliament.uk/petitions/323400,rejected,13
Stop Police Brutality in the Black Community and Serve Justice to Victims.,https://petition.parliament.uk/petitions/323404,rejected,21
Restart Academic Year in September for Children.,https://petition.parliament.uk/petitions/323412,rejected,8
Increase pay for NHS and Social Care workers,https://petition.parliament.uk/petitions/323413,rejected,15
Consider A Much Needed Basic Income To Replace Universal Credit For The Future,https://petition.parliament.uk/petitions/323421,rejected,13
Change the policy on blood donation for people suffering from Epilepsy,https://petition.parliament.uk/petitions/323422,rejected,13
Make drones follow the DPA with pilots having to pass a course with a license.,https://petition.parliament.uk/petitions/323428,rejected,7
cancel next years GCSE’s  and a level examinations.,https://petition.parliament.uk/petitions/323432,rejected,21
Take more action to halt the spice epidemic in prisons.,https://petition.parliament.uk/petitions/323440,open,21
Prevent any restrictions on those who refuse a Covid-19 vaccination,https://petition.parliament.uk/petitions/323442,open,334931
Ensure special advisors meet the standards applicable in the civil servants code,https://petition.parliament.uk/petitions/323444,rejected,8
UK government to give clarity on weddings over the next few months,https://petition.parliament.uk/petitions/323446,rejected,21
Commission a study into the media’s role in exacerbating the COVID-19 epidemic,https://petition.parliament.uk/petitions/323447,rejected,9
Reform House of Lords so 50% of members are key workers selected by ballot,https://petition.parliament.uk/petitions/323450,open,64
Include Alevi status in the 2021 census,https://petition.parliament.uk/petitions/323453,open,1231
Criminalise Public Sexual Harassment with Fines,https://petition.parliament.uk/petitions/323460,open,409
Increase the pay of all NHS/Care workers,https://petition.parliament.uk/petitions/323462,rejected,15
Review legislation relating to public indecency and topless women,https://petition.parliament.uk/petitions/323464,open,29
Stop censoring Women’s nipples on television and social media.,https://petition.parliament.uk/petitions/323474,rejected,12
Temporarily ban the sale and use of disposable barbecues during lockdown,https://petition.parliament.uk/petitions/323479,open,19
Award NHS staff and key workers a special service medal at the end of the crisis,https://petition.parliament.uk/petitions/323482,rejected,6
Bring in a law to make spitting in public illegal to stop the spread of diseases,https://petition.parliament.uk/petitions/323491,rejected,14
New election by February 2021,https://petition.parliament.uk/petitions/323499,rejected,21
Ban bonfires between May 1st - October 1st,https://petition.parliament.uk/petitions/323500,open,45
Make it mandatory for solar power to be built and installed on new build houses.,https://petition.parliament.uk/petitions/323503,rejected,7
Introduce a Bank Holiday every October to celebrate Heroes,https://petition.parliament.uk/petitions/323507,rejected,15
Discuss roles and responsibilities and accountability to the ethics committee,https://petition.parliament.uk/petitions/323510,rejected,9
Make wearing face coverings law on public transport,https://petition.parliament.uk/petitions/323517,rejected,21
Make house buying the same legal process in England and Wales as is in Scotland,https://petition.parliament.uk/petitions/323521,open,141
Offer a path to citizenship for all Hong Kong BNO passport holders.,https://petition.parliament.uk/petitions/323527,rejected,11
Freedom of speech and investigation needed,https://petition.parliament.uk/petitions/323530,rejected,13
Year 10 Students to sit GCSE's at a later date due to the COVID-19 pandemic.,https://petition.parliament.uk/petitions/323534,rejected,9
Allow wedding ceremonies in England respecting social distancing,https://petition.parliament.uk/petitions/323535,closed,84
Stop people that homeless sleeping on the street during covid!,https://petition.parliament.uk/petitions/323538,rejected,6
Offer Citizenship to the people of Hong Kong.,https://petition.parliament.uk/petitions/323543,open,92
"Award the NHS the George Cross for it's bravery, heroism and selfless dedication",https://petition.parliament.uk/petitions/323546,rejected,7
"Start a petition into BBC ‘s
Lack of impartiality and bias",https://petition.parliament.uk/petitions/323551,rejected,6
Stop Mini-cab drivers from having to pay  Congestion Charge for Central London,https://petition.parliament.uk/petitions/323553,rejected,6
Ban adverts for and sale of trophy hunting safari tours,https://petition.parliament.uk/petitions/323554,open,118
Dissolve the Scottish Devolved Administration as “unfit for purpose”!,https://petition.parliament.uk/petitions/323555,rejected,21
Require all workplaces to have Mental Health First Aiders,https://petition.parliament.uk/petitions/323558,open,76
Continue to allow MPs remote access to the proceedings of parliament and votes.,https://petition.parliament.uk/petitions/323560,rejected,6
Abolish the Licence Fee now!,https://petition.parliament.uk/petitions/323561,rejected,21
Primary school pupils to return to school part-time keeping class sizes under 15,https://petition.parliament.uk/petitions/323563,rejected,6
A memorial in the National Arboretum to frontline workers who've died from covid,https://petition.parliament.uk/petitions/323565,rejected,9
Change the law regarding late term abortion due to potential disabilities.,https://petition.parliament.uk/petitions/323566,rejected,14
What is the legitimacy of government officials breaching Covid-19 directions?,https://petition.parliament.uk/petitions/323567,rejected,6
Commission an independent body to handle racially motivated incidents in the UK.,https://petition.parliament.uk/petitions/323570,rejected,6
Stolen Valour - Make wearing medals you are not entitled a criminal offence,https://petition.parliament.uk/petitions/323571,open,27
For all Leather/Hide/Fur products to state which animal it is sourced from,https://petition.parliament.uk/petitions/323575,open,108
"Fathers should be investigated, when they claim they don’t earn enough",https://petition.parliament.uk/petitions/323590,rejected,8
Extend SEISS to include additional 2 months covered by the Job Retention Scheme.,https://petition.parliament.uk/petitions/323592,rejected,9
Bring in an Act similar to the USA’s ‘Jones Act’ to better regulate UK seafaring,https://petition.parliament.uk/petitions/323611,open,223
Extend grants to businesses eligible for SBRR during 2019/2020 tax year,https://petition.parliament.uk/petitions/323613,closed,21
Remind the Equalities Minister that her role is to REDUCE discrimination.,https://petition.parliament.uk/petitions/323615,rejected,10
"Mandatory registration, proficiency testing and use of lights for cyclists",https://petition.parliament.uk/petitions/323618,open,119
Make Circumcision Illegal For Under 16s,https://petition.parliament.uk/petitions/323619,rejected,8
Newly self employed  filed in tax return for 2019/2020 before 23rd April 2020,https://petition.parliament.uk/petitions/323622,rejected,8
Demand the dismissal of Dominic Cummings,https://petition.parliament.uk/petitions/323638,rejected,9
Build a charter city for the people of Hong Kong here in the UK.,https://petition.parliament.uk/petitions/323646,rejected,6
Close the Royal Parks to vehicle traffic,https://petition.parliament.uk/petitions/323653,open,19
Make black history a compulsory part of the national curriculum for all ages,https://petition.parliament.uk/petitions/323654,closed,3797
Impose sanctions on Brazil due to unabated destruction of the Amazon,https://petition.parliament.uk/petitions/323657,open,209
Incorporate Black History Month in curriculums of primary and secondary schools,https://petition.parliament.uk/petitions/323662,rejected,7
Council Tax reduction for people paying Estate Management fees,https://petition.parliament.uk/petitions/323667,open,11342
Make the history of British colonialism part of the high school curriculum.,https://petition.parliament.uk/petitions/323675,rejected,10
I want defibrillators put in local parks and near allotments sites,https://petition.parliament.uk/petitions/323685,rejected,21
The NHS should receive a minimum of 10% of GDP to revitalise the service.,https://petition.parliament.uk/petitions/323686,rejected,18
The Prime Minister must fire his Special Advisor Dominic Cummings.,https://petition.parliament.uk/petitions/323688,rejected,7
Delay parliamentary recess until the results of easing lockdown are public,https://petition.parliament.uk/petitions/323692,rejected,10
Stop the Public Funding of the BBC and its License Fee.,https://petition.parliament.uk/petitions/323693,rejected,21
Introduce more education and training in law history to the RCJ Judicial college,https://petition.parliament.uk/petitions/323696,rejected,8
"Dismiss the PMs' Chief Advisor, Dominic Cummings, to safeguard Public Health.",https://petition.parliament.uk/petitions/323697,rejected,6
"Nurses, Doctors, all staff that worked COVID a weeks paid leave, hazardous pay.",https://petition.parliament.uk/petitions/323698,rejected,18
Keep Dominic Cummings in post. Working for Great Britain and Northern Ireland.,https://petition.parliament.uk/petitions/323704,rejected,21
I would like to start a petition for the government Not to sack Dominic Cummings,https://petition.parliament.uk/petitions/323705,rejected,7
Terminate our relationship with the World Health Organisation.,https://petition.parliament.uk/petitions/323718,rejected,21
"If Dominic Cummings will not resign, should the Prime Minister sack him?",https://petition.parliament.uk/petitions/323719,rejected,12
Suspend VAT for 6-months,https://petition.parliament.uk/petitions/323724,rejected,7
Create career development grants for those who lost livelihoods due to COVID19,https://petition.parliament.uk/petitions/323725,open,11
Give key workers that worked though the Covid-19 Pandemic 5 paid hoildays extra,https://petition.parliament.uk/petitions/323730,rejected,21
Maintain British Food & Animal Welfare Standards for Future Trade Deals & Import,https://petition.parliament.uk/petitions/323732,rejected,8
"Ban the sale and use of single use barbecues, for the sake of UK nature.",https://petition.parliament.uk/petitions/323734,rejected,21
All key workers to be awarded 2 weeks extra payed holiday for next 3 yrs,https://petition.parliament.uk/petitions/323736,rejected,6
Ban disposable barbecues in the UK.,https://petition.parliament.uk/petitions/323739,rejected,8
Cancel the 6 weeks Summer break 2020 for all children,https://petition.parliament.uk/petitions/323740,rejected,7
Ban the sale of disposable bbq's.,https://petition.parliament.uk/petitions/323741,rejected,21
To make the road in Spencer drive and Surrounding areas in Foxbar safe for pets,https://petition.parliament.uk/petitions/323742,rejected,9
Allow all our theatres to reopen as soon as possible,https://petition.parliament.uk/petitions/323746,open,64
Social distancing offenders stop getting furlough during the Covid-19 pandemic,https://petition.parliament.uk/petitions/323753,rejected,12
Stop insurance companies taking advantage of drivers and regulate them properly,https://petition.parliament.uk/petitions/323755,rejected,20
Provide COVID19 income support to the newly self-employed with HMRC Records.,https://petition.parliament.uk/petitions/323757,rejected,6
Ban private pet owners from selling their pet's offspring,https://petition.parliament.uk/petitions/323759,open,38
Open our Churches and other places of worship for private prayer.,https://petition.parliament.uk/petitions/323760,rejected,10
Include British colonisation & BAME history in lower secondary education.,https://petition.parliament.uk/petitions/323762,rejected,21
Create mandatory BAME (Black and Ethinic Minorities) studies in schools,https://petition.parliament.uk/petitions/323766,rejected,7
Introduce Black History into Primary and Secondary education,https://petition.parliament.uk/petitions/323770,rejected,21
"Include white privilege, historic & current racism in the PSHE curriculum",https://petition.parliament.uk/petitions/323771,rejected,12
I want the government to pay for the cost of schooling kids at home.,https://petition.parliament.uk/petitions/323777,rejected,8
Change eligibility to Self-Employment Income Support Scheme to a gradated scale,https://petition.parliament.uk/petitions/323780,open,413
Make it compulsory for Black History to be taught in all schools.,https://petition.parliament.uk/petitions/323784,rejected,11
Teach young people the real history of colonialism and its influence on racism.,https://petition.parliament.uk/petitions/323785,rejected,8
Ban disposable barbecues.,https://petition.parliament.uk/petitions/323786,rejected,21
Make failing to stop or report misconduct by other police officers an offence,https://petition.parliament.uk/petitions/323802,open,46
Implement legislative reform of our policing system to tackle racism,https://petition.parliament.uk/petitions/323805,open,25
Add education on diversity and racism to all school curriculums,https://petition.parliament.uk/petitions/323808,closed,89496
Ban disposable BBQs,https://petition.parliament.uk/petitions/323810,rejected,7
Independence Referendum for Liverpool City Region.,https://petition.parliament.uk/petitions/323813,open,260
Year 10 students not to sit their GCSE exams due to COVID-19,https://petition.parliament.uk/petitions/323815,rejected,9
Allow Zoos and Animal Sanctuaries to re-open alongside non-essential retail,https://petition.parliament.uk/petitions/323816,rejected,10
Require all social workers to wear body cameras,https://petition.parliament.uk/petitions/323817,open,478
Debt should be treated as war debt and written off following  covid 19,https://petition.parliament.uk/petitions/323818,rejected,6
Allow all year groups of all schools to go back now!,https://petition.parliament.uk/petitions/323821,rejected,8
Make all Electric Vehicle Charging Points accept contactless payment.,https://petition.parliament.uk/petitions/323823,open,1105
Introduce a fine for disposable BBQ’s in green spaces,https://petition.parliament.uk/petitions/323824,rejected,21
Citizenship should Also be given to key workers retail sector & delivery drivers,https://petition.parliament.uk/petitions/323825,rejected,6
Ask the government to take control of the way banks handle bounce back loans.,https://petition.parliament.uk/petitions/323829,rejected,7
As Dental Nurses we’re the lowest paid Dental Professionals. Raise wages £15 hr,https://petition.parliament.uk/petitions/323832,rejected,8
Regulate UK Travel Companies,https://petition.parliament.uk/petitions/323834,rejected,21
make online doxing illegal in the UK.,https://petition.parliament.uk/petitions/323840,rejected,21
give nhs a pay rise and call a public enquiry to stop it happening again,https://petition.parliament.uk/petitions/323842,rejected,9
Educating people in the U.K. about Black history in the school curriculum,https://petition.parliament.uk/petitions/323848,rejected,21
Parliament to vet the appointment of Special Advisers to Government Ministers,https://petition.parliament.uk/petitions/323849,rejected,21
Bring back Full House on Netflix UK,https://petition.parliament.uk/petitions/323850,rejected,6
Condemn the US government for the use of force against its citizens,https://petition.parliament.uk/petitions/323863,closed,24072
To change the word “minority” when relating to non white ethnic cultures.,https://petition.parliament.uk/petitions/323866,rejected,8
Create an independent investigatory commission to help protect ethnic minorities,https://petition.parliament.uk/petitions/323867,closed,16690
Ban tear gas and rubber bullets in the UK,https://petition.parliament.uk/petitions/323874,open,41
Ban the sale of disposable barbeques,https://petition.parliament.uk/petitions/323876,rejected,20
Implement an outright ban on the sale of disposable barbecues,https://petition.parliament.uk/petitions/323880,rejected,21
Allow Zoos and Wildlife attractions to reopen with social distancing in place,https://petition.parliament.uk/petitions/323881,closed,129290
Glasgow City Council to rename all streets in Glasgow that glorify slavery,https://petition.parliament.uk/petitions/323883,rejected,6
Give special consideration to Year 10 and 12 pupils sitting exams in 2021,https://petition.parliament.uk/petitions/323884,rejected,7
Make it mandatory to study the impact of racist in the classroom.,https://petition.parliament.uk/petitions/323887,rejected,21
Urge the UN to implement the right of self determination in Kashmir.,https://petition.parliament.uk/petitions/323888,rejected,8
Protect sensitive habitats from sources of fire including disposable BBQ's,https://petition.parliament.uk/petitions/323889,rejected,21
Ensure Covid-19 rules and advice are followed fairly within the population,https://petition.parliament.uk/petitions/323893,rejected,7
Allow marriages during lockdown,https://petition.parliament.uk/petitions/323895,rejected,13
Stop excluding thousands of annually paid employees from furlough support scheme,https://petition.parliament.uk/petitions/323898,rejected,6
Introduce statutory licensing and regulation of builders,https://petition.parliament.uk/petitions/323900,open,3312
"Add ""taking a drive to test your eyesight"" to future lockdown rules.",https://petition.parliament.uk/petitions/323902,rejected,8
Ban the selling of disposable barbecues in the UK,https://petition.parliament.uk/petitions/323907,rejected,9
cut the 2021 gcses and alevels,https://petition.parliament.uk/petitions/323909,rejected,13
Make black history month mandatory in primary and secondary schools,https://petition.parliament.uk/petitions/323912,rejected,21
"Build a new, autonomous Hong Kong in the Scottish Highlands/Countryside.",https://petition.parliament.uk/petitions/323916,rejected,21
Ban the use of netting as a deterrent for birds,https://petition.parliament.uk/petitions/323921,open,817
Partially refund tuition fees for students affected by the lockdown,https://petition.parliament.uk/petitions/323922,rejected,9
Allow the congestion charge to be free for key workers going to and from work.,https://petition.parliament.uk/petitions/323923,rejected,6
Tougher sentences for hit and run drivers who cause death,https://petition.parliament.uk/petitions/323926,open,104321
